"08:36:09,34",->,SP:,PV:,error:,diff
"08:36:09,34",->,0,0,0,
"08:36:09,44",->,0,0,0,"00:00:00,10"
"08:36:09,54",->,0,0,0,"00:00:00,10"
"08:36:09,67",->,0,0,0,"00:00:00,13"
"08:36:09,77",->,0,0,0,"00:00:00,10"
"08:36:09,83",->,0,0,0,"00:00:00,07"
"08:36:09,97",->,0,0,0,"00:00:00,13"
"08:36:10,07",->,0,0,0,"00:00:00,10"
"08:36:10,17",->,0,0,0,"00:00:00,10"
"08:36:10,23",->,0,0,0,"00:00:00,07"
"08:36:10,37",->,0,0,0,"00:00:00,13"
"08:36:10,47",->,0,0,0,"00:00:00,10"
"08:36:10,57",->,0,0,0,"00:00:00,10"
"08:36:10,63",->,0,0,0,"00:00:00,07"
"08:36:10,77",->,0,0,0,"00:00:00,13"
"08:36:10,86",->,0,0,0,"00:00:00,10"
"08:36:10,96",->,0,0,0,"00:00:00,10"
"08:36:11,06",->,0,0,0,"00:00:00,10"
"08:36:11,16",->,0,0,0,"00:00:00,10"
"08:36:11,26",->,0,0,0,"00:00:00,10"
"08:36:11,36",->,0,0,0,"00:00:00,10"
"08:36:11,46",->,0,0,0,"00:00:00,10"
"08:36:11,56",->,0,0,0,"00:00:00,10"
"08:36:11,66",->,0,0,0,"00:00:00,10"
"08:36:11,76",->,0,0,0,"00:00:00,10"
"08:36:11,86",->,0,0,0,"00:00:00,10"
"08:36:11,96",->,0,0,0,"00:00:00,10"
"08:36:12,06",->,0,0,0,"00:00:00,10"
"08:36:12,16",->,0,0,0,"00:00:00,10"
"08:36:12,26",->,0,0,0,"00:00:00,10"
"08:36:12,36",->,0,0,0,"00:00:00,10"
"08:36:12,46",->,0,0,0,"00:00:00,10"
"08:36:12,56",->,0,0,0,"00:00:00,10"
"08:36:12,78",->,0,0,0,"00:00:00,22"
"08:36:12,78",->,0,0,0,"00:00:00,00"
"08:36:12,86",->,0,0,0,"00:00:00,08"
"08:36:12,96",->,0,0,0,"00:00:00,10"
"08:36:13,06",->,0,0,0,"00:00:00,10"
"08:36:13,19",->,0,0,0,"00:00:00,13"
"08:36:13,26",->,0,0,0,"00:00:00,07"
"08:36:13,36",->,0,0,0,"00:00:00,10"
"08:36:13,45",->,0,0,0,"00:00:00,10"
"08:36:13,59",->,0,0,0,"00:00:00,13"
"08:36:13,65",->,0,0,0,"00:00:00,07"
"08:36:13,75",->,0,0,0,"00:00:00,10"
"08:36:13,89",->,0,0,0,"00:00:00,13"
"08:36:13,99",->,0,0,0,"00:00:00,10"
"08:36:14,05",->,0,0,0,"00:00:00,07"
"08:36:14,15",->,0,0,0,"00:00:00,10"
"08:36:14,28",->,0,0,0,"00:00:00,13"
"08:36:14,38",->,0,0,0,"00:00:00,10"
"08:36:14,48",->,0,0,0,"00:00:00,10"
"08:36:14,58",->,0,0,0,"00:00:00,10"
"08:36:14,68",->,0,0,0,"00:00:00,10"
"08:36:14,78",->,0,0,0,"00:00:00,10"
"08:36:14,88",->,0,0,0,"00:00:00,10"
"08:36:14,98",->,0,0,0,"00:00:00,10"
"08:36:15,08",->,0,0,0,"00:00:00,10"
"08:36:15,18",->,0,0,0,"00:00:00,10"
"08:36:15,28",->,0,0,0,"00:00:00,10"
"08:36:15,38",->,0,0,0,"00:00:00,10"
"08:36:15,48",->,0,0,0,"00:00:00,10"
"08:36:15,58",->,50,0,50,"00:00:00,10"
"08:36:15,68",->,50,4,46,"00:00:00,10"
"08:36:15,78",->,50,9,41,"00:00:00,10"
"08:36:15,88",->,50,13,37,"00:00:00,10"
"08:36:15,98",->,50,16,34,"00:00:00,10"
"08:36:16,08",->,50,19,31,"00:00:00,10"
"08:36:16,18",->,50,22,28,"00:00:00,10"
"08:36:16,28",->,50,25,25,"00:00:00,10"
"08:36:16,38",->,50,27,23,"00:00:00,10"
"08:36:16,48",->,50,29,21,"00:00:00,10"
"08:36:16,58",->,50,31,19,"00:00:00,10"
"08:36:16,68",->,50,33,17,"00:00:00,10"
"08:36:16,78",->,50,34,16,"00:00:00,10"
"08:36:16,88",->,50,36,14,"00:00:00,10"
"08:36:16,97",->,50,37,13,"00:00:00,10"
"08:36:17,07",->,50,38,12,"00:00:00,10"
"08:36:17,17",->,50,39,11,"00:00:00,10"
"08:36:17,27",->,50,40,10,"00:00:00,10"
"08:36:17,41",->,50,41,9,"00:00:00,13"
"08:36:17,51",->,50,42,8,"00:00:00,10"
"08:36:17,57",->,50,43,7,"00:00:00,07"
"08:36:17,67",->,50,43,7,"00:00:00,10"
"08:36:17,80",->,50,44,6,"00:00:00,13"
"08:36:17,90",->,50,44,6,"00:00:00,10"
"08:36:17,97",->,50,45,5,"00:00:00,07"
"08:36:18,10",->,50,45,5,"00:00:00,13"
"08:36:18,20",->,50,45,5,"00:00:00,10"
"08:36:18,30",->,50,46,4,"00:00:00,10"
"08:36:18,40",->,50,46,4,"00:00:00,10"
"08:36:18,50",->,50,47,3,"00:00:00,10"
"08:36:18,60",->,50,47,3,"00:00:00,10"
"08:36:18,70",->,50,47,3,"00:00:00,10"
"08:36:18,80",->,50,47,3,"00:00:00,10"
"08:36:18,90",->,50,47,3,"00:00:00,10"
"08:36:19,00",->,50,47,3,"00:00:00,10"
"08:36:19,10",->,50,48,2,"00:00:00,10"
"08:36:19,20",->,50,48,2,"00:00:00,10"
"08:36:19,29",->,50,48,2,"00:00:00,10"
"08:36:19,39",->,50,48,2,"00:00:00,10"
"08:36:19,49",->,50,48,2,"00:00:00,10"
"08:36:19,59",->,50,48,2,"00:00:00,10"
"08:36:19,69",->,50,48,2,"00:00:00,10"
"08:36:19,79",->,50,48,2,"00:00:00,10"
"08:36:19,89",->,50,48,2,"00:00:00,10"
"08:36:19,99",->,50,48,2,"00:00:00,10"
"08:36:20,09",->,50,48,2,"00:00:00,10"
"08:36:20,22",->,50,49,1,"00:00:00,13"
"08:36:20,29",->,50,49,1,"00:00:00,07"
"08:36:20,39",->,50,49,1,"00:00:00,10"
"08:36:20,52",->,50,49,1,"00:00:00,13"
"08:36:20,62",->,50,49,1,"00:00:00,10"
"08:36:20,69",->,50,49,1,"00:00:00,07"
"08:36:20,79",->,50,49,1,"00:00:00,10"
"08:36:20,92",->,50,49,1,"00:00:00,13"
"08:36:21,02",->,50,49,1,"00:00:00,10"
"08:36:21,12",->,50,49,1,"00:00:00,10"
"08:36:21,22",->,50,49,1,"00:00:00,10"
"08:36:21,32",->,50,49,1,"00:00:00,10"
"08:36:21,41",->,50,49,1,"00:00:00,10"
"08:36:21,51",->,50,49,1,"00:00:00,10"
"08:36:21,61",->,50,49,1,"00:00:00,10"
"08:36:21,71",->,50,49,1,"00:00:00,10"
"08:36:21,81",->,50,49,1,"00:00:00,10"
"08:36:21,91",->,50,49,1,"00:00:00,10"
"08:36:22,01",->,50,49,1,"00:00:00,10"
"08:36:22,11",->,50,49,1,"00:00:00,10"
"08:36:22,21",->,50,49,1,"00:00:00,10"
"08:36:22,31",->,50,49,1,"00:00:00,10"
"08:36:22,41",->,50,49,1,"00:00:00,10"
"08:36:22,51",->,50,49,1,"00:00:00,10"
"08:36:22,61",->,50,49,1,"00:00:00,10"
"08:36:22,71",->,50,49,1,"00:00:00,10"
"08:36:22,81",->,50,49,1,"00:00:00,10"
"08:36:22,94",->,50,49,1,"00:00:00,13"
"08:36:23,01",->,50,49,1,"00:00:00,07"
"08:36:23,10",->,50,49,1,"00:00:00,10"
"08:36:23,20",->,50,49,1,"00:00:00,10"
"08:36:23,34",->,50,49,1,"00:00:00,13"
"08:36:23,40",->,50,49,1,"00:00:00,07"
"08:36:23,50",->,50,49,1,"00:00:00,10"
"08:36:23,64",->,50,49,1,"00:00:00,13"
"08:36:23,74",->,50,49,1,"00:00:00,10"
"08:36:23,84",->,50,49,1,"00:00:00,10"
"08:36:23,90",->,50,49,1,"00:00:00,07"
"08:36:24,03",->,50,49,1,"00:00:00,13"
"08:36:24,13",->,50,49,1,"00:00:00,10"
"08:36:24,23",->,50,49,1,"00:00:00,10"
"08:36:24,33",->,50,49,1,"00:00:00,10"
"08:36:24,43",->,50,49,1,"00:00:00,10"
"08:36:24,53",->,50,49,1,"00:00:00,10"
"08:36:24,63",->,50,49,1,"00:00:00,10"
"08:36:24,73",->,50,49,1,"00:00:00,10"
"08:36:24,83",->,50,49,1,"00:00:00,10"
"08:36:24,93",->,50,49,1,"00:00:00,10"
"08:36:25,03",->,50,49,1,"00:00:00,10"
"08:36:25,13",->,50,49,1,"00:00:00,10"
"08:36:25,23",->,50,49,1,"00:00:00,10"
"08:36:25,33",->,50,49,1,"00:00:00,10"
"08:36:25,43",->,50,49,1,"00:00:00,10"
"08:36:25,53",->,50,49,1,"00:00:00,10"
"08:36:25,63",->,50,49,1,"00:00:00,10"
"08:36:25,73",->,50,49,1,"00:00:00,10"
"08:36:25,83",->,50,49,1,"00:00:00,10"
"08:36:25,93",->,50,49,1,"00:00:00,10"
"08:36:26,03",->,50,49,1,"00:00:00,10"
"08:36:26,13",->,50,49,1,"00:00:00,10"
"08:36:26,23",->,50,49,1,"00:00:00,10"
"08:36:26,33",->,50,49,1,"00:00:00,10"
"08:36:26,43",->,50,49,1,"00:00:00,10"
"08:36:26,53",->,50,49,1,"00:00:00,10"
"08:36:26,63",->,50,49,1,"00:00:00,10"
"08:36:26,73",->,50,49,1,"00:00:00,10"
"08:36:26,82",->,50,49,1,"00:00:00,10"
"08:36:26,92",->,50,49,1,"00:00:00,10"
"08:36:27,02",->,50,49,1,"00:00:00,10"
"08:36:27,16",->,50,49,1,"00:00:00,13"
"08:36:27,22",->,50,49,1,"00:00:00,07"
"08:36:27,32",->,50,49,1,"00:00:00,10"
"08:36:27,46",->,50,49,1,"00:00:00,13"
"08:36:27,56",->,50,49,1,"00:00:00,10"
"08:36:27,66",->,50,49,1,"00:00:00,10"
"08:36:27,72",->,50,49,1,"00:00:00,07"
"08:36:27,85",->,50,49,1,"00:00:00,13"
"08:36:27,95",->,50,49,1,"00:00:00,10"
"08:36:28,05",->,50,49,1,"00:00:00,10"
"08:36:28,15",->,50,49,1,"00:00:00,10"
"08:36:28,25",->,50,49,1,"00:00:00,10"
"08:36:28,35",->,50,49,1,"00:00:00,10"
"08:36:28,45",->,50,49,1,"00:00:00,10"
"08:36:28,55",->,50,49,1,"00:00:00,10"
"08:36:28,65",->,50,49,1,"00:00:00,10"
"08:36:28,75",->,50,49,1,"00:00:00,10"
"08:36:28,85",->,50,49,1,"00:00:00,10"
"08:36:28,95",->,50,49,1,"00:00:00,10"
"08:36:29,05",->,50,49,1,"00:00:00,10"
"08:36:29,15",->,50,49,1,"00:00:00,10"
"08:36:29,25",->,50,49,1,"00:00:00,10"
"08:36:29,35",->,50,49,1,"00:00:00,10"
"08:36:29,45",->,8,49,-41,"00:00:00,10"
"08:36:29,55",->,8,45,-37,"00:00:00,10"
"08:36:29,65",->,8,41,-33,"00:00:00,10"
"08:36:29,75",->,8,38,-30,"00:00:00,10"
"08:36:29,85",->,8,35,-27,"00:00:00,10"
"08:36:29,95",->,8,32,-24,"00:00:00,10"
"08:36:30,05",->,8,30,-22,"00:00:00,10"
"08:36:30,15",->,8,28,-20,"00:00:00,10"
"08:36:30,25",->,8,26,-18,"00:00:00,10"
"08:36:30,35",->,8,24,-16,"00:00:00,10"
"08:36:30,45",->,8,22,-14,"00:00:00,10"
"08:36:30,55",->,8,21,-13,"00:00:00,10"
"08:36:30,64",->,8,20,-12,"00:00:00,10"
"08:36:30,74",->,8,18,-10,"00:00:00,10"
"08:36:30,85",->,8,17,-9,"00:00:00,10"
"08:36:30,98",->,8,16,-8,"00:00:00,13"
"08:36:31,04",->,8,15,-7,"00:00:00,07"
"08:36:31,14",->,8,15,-7,"00:00:00,10"
"08:36:31,24",->,8,14,-6,"00:00:00,10"
"08:36:31,38",->,8,13,-5,"00:00:00,13"
"08:36:31,48",->,8,13,-5,"00:00:00,10"
"08:36:31,54",->,8,12,-4,"00:00:00,07"
"08:36:31,67",->,8,12,-4,"00:00:00,13"
"08:36:31,77",->,8,11,-3,"00:00:00,10"
"08:36:31,87",->,8,11,-3,"00:00:00,10"
"08:36:31,94",->,8,10,-2,"00:00:00,07"
"08:36:32,07",->,8,10,-2,"00:00:00,13"
"08:36:32,17",->,8,10,-2,"00:00:00,10"
"08:36:32,27",->,8,10,-2,"00:00:00,10"
"08:36:32,37",->,8,9,-1,"00:00:00,10"
"08:36:32,47",->,8,9,-1,"00:00:00,10"
"08:36:32,57",->,8,9,-1,"00:00:00,10"
"08:36:32,67",->,8,9,-1,"00:00:00,10"
"08:36:32,77",->,8,9,-1,"00:00:00,10"
"08:36:32,87",->,8,9,-1,"00:00:00,10"
"08:36:32,97",->,8,8,0,"00:00:00,10"
"08:36:33,07",->,8,8,0,"00:00:00,10"
"08:36:33,17",->,8,8,0,"00:00:00,10"
"08:36:33,27",->,8,8,0,"00:00:00,10"
"08:36:33,37",->,8,8,0,"00:00:00,10"
"08:36:33,47",->,8,8,0,"00:00:00,10"
"08:36:33,57",->,8,8,0,"00:00:00,10"
"08:36:33,67",->,8,8,0,"00:00:00,10"
"08:36:33,77",->,8,8,0,"00:00:00,10"
"08:36:33,87",->,8,8,0,"00:00:00,10"
"08:36:33,97",->,8,8,0,"00:00:00,10"
"08:36:34,07",->,8,8,0,"00:00:00,10"
"08:36:34,17",->,8,8,0,"00:00:00,10"
"08:36:34,27",->,80,8,72,"00:00:00,10"
"08:36:34,37",->,80,15,65,"00:00:00,10"
"08:36:34,47",->,80,21,59,"00:00:00,10"
"08:36:34,57",->,80,27,53,"00:00:00,10"
"08:36:34,66",->,80,32,48,"00:00:00,10"
"08:36:34,76",->,80,37,43,"00:00:00,10"
"08:36:34,86",->,80,41,39,"00:00:00,10"
"08:36:34,96",->,80,44,36,"00:00:00,10"
"08:36:35,06",->,80,48,32,"00:00:00,10"
"08:36:35,20",->,80,51,29,"00:00:00,13"
"08:36:35,30",->,80,54,26,"00:00:00,10"
"08:36:35,36",->,80,56,24,"00:00:00,07"
"08:36:35,49",->,80,58,22,"00:00:00,13"
"08:36:35,59",->,80,60,20,"00:00:00,10"
"08:36:35,69",->,80,62,18,"00:00:00,10"
"08:36:35,76",->,80,64,16,"00:00:00,07"
"08:36:35,89",->,80,65,15,"00:00:00,13"
"08:36:35,99",->,80,67,13,"00:00:00,10"
"08:36:36,09",->,80,68,12,"00:00:00,10"
"08:36:36,19",->,80,69,11,"00:00:00,10"
"08:36:36,29",->,80,70,10,"00:00:00,10"
"08:36:36,39",->,80,71,9,"00:00:00,10"
"08:36:36,49",->,80,72,8,"00:00:00,10"
"08:36:36,59",->,80,72,8,"00:00:00,10"
"08:36:36,69",->,80,73,7,"00:00:00,10"
"08:36:36,79",->,80,73,7,"00:00:00,10"
"08:36:36,89",->,80,74,6,"00:00:00,10"
"08:36:36,99",->,80,74,6,"00:00:00,10"
"08:36:37,09",->,80,75,5,"00:00:00,10"
"08:36:37,19",->,80,75,5,"00:00:00,10"
"08:36:37,29",->,80,76,4,"00:00:00,10"
"08:36:37,39",->,80,76,4,"00:00:00,10"
"08:36:37,49",->,80,76,4,"00:00:00,10"
"08:36:37,59",->,80,77,3,"00:00:00,10"
"08:36:37,69",->,80,77,3,"00:00:00,10"
"08:36:37,79",->,80,77,3,"00:00:00,10"
"08:36:37,89",->,80,77,3,"00:00:00,10"
"08:36:37,99",->,80,77,3,"00:00:00,10"
"08:36:38,09",->,80,78,2,"00:00:00,10"
"08:36:38,18",->,80,78,2,"00:00:00,10"
"08:36:38,28",->,80,78,2,"00:00:00,10"
"08:36:38,38",->,80,78,2,"00:00:00,10"
"08:36:38,48",->,80,78,2,"00:00:00,10"
"08:36:38,62",->,80,78,2,"00:00:00,13"
"08:36:38,72",->,80,78,2,"00:00:00,10"
"08:36:38,78",->,80,78,2,"00:00:00,07"
"08:36:38,88",->,80,78,2,"00:00:00,10"
"08:36:39,01",->,80,79,1,"00:00:00,13"
"08:36:39,11",->,80,79,1,"00:00:00,10"
"08:36:39,18",->,80,79,1,"00:00:00,07"
"08:36:39,31",->,80,79,1,"00:00:00,13"
"08:36:39,41",->,80,79,1,"00:00:00,10"
"08:36:39,51",->,80,79,1,"00:00:00,10"
"08:36:39,61",->,80,79,1,"00:00:00,10"
"08:36:39,71",->,80,79,1,"00:00:00,10"
"08:36:39,81",->,80,79,1,"00:00:00,10"
"08:36:39,91",->,80,79,1,"00:00:00,10"
"08:36:40,01",->,80,79,1,"00:00:00,10"
"08:36:40,11",->,80,79,1,"00:00:00,10"
"08:36:40,21",->,80,79,1,"00:00:00,10"
"08:36:40,31",->,80,79,1,"00:00:00,10"
"08:36:40,41",->,80,79,1,"00:00:00,10"
"08:36:40,51",->,80,79,1,"00:00:00,10"
"08:36:40,61",->,80,79,1,"00:00:00,10"
"08:36:40,71",->,80,79,1,"00:00:00,10"
"08:36:40,81",->,80,79,1,"00:00:00,10"
"08:36:40,91",->,80,79,1,"00:00:00,10"
"08:36:41,01",->,80,79,1,"00:00:00,10"
"08:36:41,11",->,80,79,1,"00:00:00,10"
"08:36:41,21",->,80,79,1,"00:00:00,10"
"08:36:41,31",->,80,79,1,"00:00:00,10"
"08:36:41,41",->,80,79,1,"00:00:00,10"
"08:36:41,51",->,80,79,1,"00:00:00,10"
"08:36:41,60",->,80,79,1,"00:00:00,10"
"08:36:41,70",->,80,79,1,"00:00:00,10"
"08:36:41,80",->,80,79,1,"00:00:00,10"
"08:36:41,90",->,80,79,1,"00:00:00,10"
"08:36:42,00",->,80,79,1,"00:00:00,10"
"08:36:42,14",->,80,79,1,"00:00:00,13"
"08:36:42,20",->,80,79,1,"00:00:00,07"
"08:36:42,30",->,80,79,1,"00:00:00,10"
"08:36:42,40",->,80,79,1,"00:00:00,10"
"08:36:42,54",->,80,79,1,"00:00:00,13"
"08:36:42,60",->,80,79,1,"00:00:00,07"
"08:36:42,70",->,80,79,1,"00:00:00,10"
"08:36:42,84",->,80,79,1,"00:00:00,13"
"08:36:42,93",->,30,79,-49,"00:00:00,10"
"08:36:43,00",->,30,74,-44,"00:00:00,07"
"08:36:43,13",->,30,70,-40,"00:00:00,13"
"08:36:43,23",->,30,66,-36,"00:00:00,10"
"08:36:43,33",->,30,62,-32,"00:00:00,10"
"08:36:43,43",->,30,59,-29,"00:00:00,10"
"08:36:43,53",->,30,56,-26,"00:00:00,10"
"08:36:43,63",->,30,54,-24,"00:00:00,10"
"08:36:43,73",->,30,51,-21,"00:00:00,10"
"08:36:43,83",->,30,49,-19,"00:00:00,10"
"08:36:43,93",->,30,47,-17,"00:00:00,10"
"08:36:44,03",->,30,45,-15,"00:00:00,10"
"08:36:44,13",->,30,44,-14,"00:00:00,10"
"08:36:44,23",->,30,42,-12,"00:00:00,10"
"08:36:44,33",->,30,41,-11,"00:00:00,10"
"08:36:44,43",->,30,40,-10,"00:00:00,10"
"08:36:44,53",->,30,39,-9,"00:00:00,10"
"08:36:44,63",->,30,38,-8,"00:00:00,10"
"08:36:44,73",->,30,37,-7,"00:00:00,10"
"08:36:44,83",->,30,36,-6,"00:00:00,10"
"08:36:44,93",->,30,36,-6,"00:00:00,10"
"08:36:45,03",->,30,35,-5,"00:00:00,10"
"08:36:45,13",->,30,34,-4,"00:00:00,10"
"08:36:45,23",->,30,34,-4,"00:00:00,10"
"08:36:45,32",->,30,33,-3,"00:00:00,10"
"08:36:45,42",->,30,33,-3,"00:00:00,10"
"08:36:45,56",->,30,33,-3,"00:00:00,13"
"08:36:45,62",->,30,32,-2,"00:00:00,07"
"08:36:45,72",->,30,32,-2,"00:00:00,10"
"08:36:45,82",->,30,32,-2,"00:00:00,10"
"08:36:45,96",->,30,32,-2,"00:00:00,13"
"08:36:46,02",->,30,31,-1,"00:00:00,07"
"08:36:46,12",->,30,31,-1,"00:00:00,10"
"08:36:46,26",->,30,31,-1,"00:00:00,13"
"08:36:46,36",->,30,31,-1,"00:00:00,10"
"08:36:46,42",->,30,31,-1,"00:00:00,07"
"08:36:46,52",->,30,30,0,"00:00:00,10"
"08:36:46,65",->,30,30,0,"00:00:00,13"
"08:36:46,75",->,30,30,0,"00:00:00,10"
"08:36:46,82",->,30,30,0,"00:00:00,07"
"08:36:46,95",->,30,30,0,"00:00:00,13"
"08:36:47,05",->,30,30,0,"00:00:00,10"
"08:36:47,15",->,30,30,0,"00:00:00,10"
"08:36:47,25",->,30,30,0,"00:00:00,10"
"08:36:47,35",->,30,30,0,"00:00:00,10"
"08:36:47,45",->,30,30,0,"00:00:00,10"
"08:36:47,55",->,30,30,0,"00:00:00,10"
"08:36:47,65",->,30,30,0,"00:00:00,10"
"08:36:47,75",->,30,30,0,"00:00:00,10"
"08:36:47,85",->,30,30,0,"00:00:00,10"
"08:36:47,95",->,30,30,0,"00:00:00,10"
"08:36:48,05",->,30,30,0,"00:00:00,10"
"08:36:48,15",->,30,29,1,"00:00:00,10"
"08:36:48,25",->,30,29,1,"00:00:00,10"
"08:36:48,35",->,30,29,1,"00:00:00,10"
"08:36:48,45",->,30,29,1,"00:00:00,10"
"08:36:48,55",->,30,29,1,"00:00:00,10"
"08:36:48,65",->,30,29,1,"00:00:00,10"
"08:36:48,75",->,30,29,1,"00:00:00,10"
"08:36:48,85",->,30,29,1,"00:00:00,10"
"08:36:48,95",->,30,29,1,"00:00:00,10"
"08:36:49,05",->,30,29,1,"00:00:00,10"
"08:36:49,15",->,30,29,1,"00:00:00,10"
"08:36:49,24",->,40,29,11,"00:00:00,10"
"08:36:49,34",->,40,30,10,"00:00:00,10"
"08:36:49,44",->,40,31,9,"00:00:00,10"
"08:36:49,54",->,40,32,8,"00:00:00,10"
"08:36:49,64",->,40,33,7,"00:00:00,10"
"08:36:49,78",->,40,33,7,"00:00:00,13"
"08:36:49,84",->,40,34,6,"00:00:00,07"
"08:36:49,94",->,40,34,6,"00:00:00,10"
"08:36:50,07",->,40,35,5,"00:00:00,13"
"08:36:50,17",->,40,35,5,"00:00:00,10"
"08:36:50,27",->,40,36,4,"00:00:00,10"
"08:36:50,34",->,40,36,4,"00:00:00,07"
"08:36:50,47",->,40,36,4,"00:00:00,13"
"08:36:50,57",->,40,37,3,"00:00:00,10"
"08:36:50,67",->,40,37,3,"00:00:00,10"
"08:36:50,77",->,40,37,3,"00:00:00,10"
"08:36:50,87",->,40,37,3,"00:00:00,10"
"08:36:50,97",->,40,38,2,"00:00:00,10"
"08:36:51,07",->,40,38,2,"00:00:00,10"
"08:36:51,17",->,40,38,2,"00:00:00,10"
"08:36:51,27",->,40,38,2,"00:00:00,10"
"08:36:51,37",->,40,38,2,"00:00:00,10"
"08:36:51,47",->,40,38,2,"00:00:00,10"
"08:36:51,57",->,40,38,2,"00:00:00,10"
"08:36:51,67",->,40,38,2,"00:00:00,10"
"08:36:51,77",->,40,38,2,"00:00:00,10"
"08:36:51,87",->,40,39,1,"00:00:00,10"
"08:36:51,97",->,40,39,1,"00:00:00,10"
"08:36:52,07",->,40,39,1,"00:00:00,10"
"08:36:52,17",->,40,39,1,"00:00:00,10"
"08:36:52,27",->,40,39,1,"00:00:00,10"
"08:36:52,37",->,40,39,1,"00:00:00,10"
"08:36:52,47",->,40,39,1,"00:00:00,10"
"08:36:52,57",->,40,39,1,"00:00:00,10"
"08:36:52,67",->,40,39,1,"00:00:00,10"
"08:36:52,76",->,40,39,1,"00:00:00,10"
"08:36:52,86",->,40,39,1,"00:00:00,10"
"08:36:52,96",->,40,39,1,"00:00:00,10"
"08:36:53,06",->,40,39,1,"00:00:00,10"
"08:36:53,16",->,70,39,31,"00:00:00,10"
"08:36:53,26",->,70,42,28,"00:00:00,10"
"08:36:53,36",->,70,45,25,"00:00:00,10"
"08:36:53,46",->,70,47,23,"00:00:00,10"
"08:36:53,60",->,70,49,21,"00:00:00,13"
"08:36:53,69",->,70,51,19,"00:00:00,10"
"08:36:53,76",->,70,53,17,"00:00:00,07"
"08:36:53,89",->,70,55,15,"00:00:00,13"
"08:36:53,99",->,70,56,14,"00:00:00,10"
"08:36:54,09",->,70,57,13,"00:00:00,10"
"08:36:54,16",->,70,58,12,"00:00:00,07"
"08:36:54,29",->,70,59,11,"00:00:00,13"
"08:36:54,39",->,70,60,10,"00:00:00,10"
"08:36:54,49",->,70,61,9,"00:00:00,10"
"08:36:54,59",->,70,62,8,"00:00:00,10"
"08:36:54,69",->,70,63,7,"00:00:00,10"
"08:36:54,79",->,70,63,7,"00:00:00,10"
"08:36:54,89",->,70,64,6,"00:00:00,10"
"08:36:54,99",->,70,64,6,"00:00:00,10"
"08:36:55,09",->,70,65,5,"00:00:00,10"
"08:36:55,19",->,70,65,5,"00:00:00,10"
"08:36:55,29",->,70,66,4,"00:00:00,10"
"08:36:55,39",->,70,66,4,"00:00:00,10"
"08:36:55,49",->,70,66,4,"00:00:00,10"
"08:36:55,59",->,70,66,4,"00:00:00,10"
"08:36:55,69",->,70,67,3,"00:00:00,10"
"08:36:55,79",->,70,67,3,"00:00:00,10"
"08:36:55,89",->,70,67,3,"00:00:00,10"
"08:36:55,99",->,70,67,3,"00:00:00,10"
"08:36:56,09",->,70,68,2,"00:00:00,10"
"08:36:56,19",->,70,68,2,"00:00:00,10"
"08:36:56,29",->,70,68,2,"00:00:00,10"
"08:36:56,38",->,70,68,2,"00:00:00,10"
"08:36:56,48",->,70,68,2,"00:00:00,10"
"08:36:56,58",->,70,68,2,"00:00:00,10"
"08:36:56,68",->,70,68,2,"00:00:00,10"
"08:36:56,78",->,70,68,2,"00:00:00,10"
"08:36:56,88",->,70,68,2,"00:00:00,10"
"08:36:56,98",->,70,68,2,"00:00:00,10"
"08:36:57,08",->,70,68,2,"00:00:00,10"
"08:36:57,18",->,70,69,1,"00:00:00,10"
"08:36:57,28",->,70,69,1,"00:00:00,10"
"08:36:57,41",->,70,69,1,"00:00:00,13"
"08:36:57,51",->,70,69,1,"00:00:00,10"
"08:36:57,58",->,70,69,1,"00:00:00,07"
"08:36:57,71",->,70,69,1,"00:00:00,13"
"08:36:57,81",->,70,69,1,"00:00:00,10"
"08:36:57,91",->,70,69,1,"00:00:00,10"
"08:36:57,98",->,70,69,1,"00:00:00,07"
"08:36:58,11",->,70,69,1,"00:00:00,13"
"08:36:58,21",->,70,69,1,"00:00:00,10"
"08:36:58,31",->,70,69,1,"00:00:00,10"
"08:36:58,41",->,70,69,1,"00:00:00,10"
"08:36:58,51",->,70,69,1,"00:00:00,10"
"08:36:58,61",->,70,69,1,"00:00:00,10"
"08:36:58,71",->,70,69,1,"00:00:00,10"
"08:36:58,81",->,70,69,1,"00:00:00,10"
"08:36:58,91",->,70,69,1,"00:00:00,10"
"08:36:59,01",->,70,69,1,"00:00:00,10"
"08:36:59,11",->,70,69,1,"00:00:00,10"
"08:36:59,21",->,70,69,1,"00:00:00,10"
"08:36:59,31",->,70,69,1,"00:00:00,10"
"08:36:59,41",->,70,69,1,"00:00:00,10"
"08:36:59,51",->,70,69,1,"00:00:00,10"
"08:36:59,61",->,70,69,1,"00:00:00,10"
"08:36:59,71",->,70,69,1,"00:00:00,10"
"08:36:59,81",->,70,69,1,"00:00:00,10"
"08:36:59,91",->,70,69,1,"00:00:00,10"
"08:37:00,01",->,70,69,1,"00:00:00,10"
"08:37:00,11",->,70,69,1,"00:00:00,10"
"08:37:00,20",->,70,69,1,"00:00:00,10"
"08:37:00,30",->,70,69,1,"00:00:00,10"
"08:37:00,40",->,20,69,-49,"00:00:00,10"
"08:37:00,50",->,20,64,-44,"00:00:00,10"
"08:37:00,60",->,20,60,-40,"00:00:00,10"
"08:37:00,70",->,20,56,-36,"00:00:00,10"
"08:37:00,84",->,20,52,-32,"00:00:00,13"
"08:37:00,94",->,20,49,-29,"00:00:00,10"
"08:37:01,00",->,20,46,-26,"00:00:00,07"
